"OriginalEnglish","Translation","Locations"
"
"Create and save files using Microsoft 365. Learn how to create and save files the same way across Office apps using the Office desktop apps and office.com apps. Save files to the cloud using OneDrive and sync files with Files on Demand.Create and save files using Microsoft 365. Learn how to create and save files the same way across Office apps using the Office desktop apps and office.com apps. Save files to the cloud using OneDrive and sync files with Files on Demand.","Tworzenie i zapisywanie plików przy użyciu platformy Microsoft 365. Dowiedz się, jak tworzyć i zapisywać pliki w ten sam sposób w aplikacjach pakietu Office przy użyciu aplikacji klasycznych pakietu Office i aplikacji office.com. Zapisywanie plików w chmurze przy użyciu usługi OneDrive i synchronizowanie plików z usługą Pliki na żądanie.Tworzenie i zapisywanie plików przy użyciu platformy Microsoft 365. Dowiedz się, jak tworzyć i zapisywać pliki w ten sam sposób w aplikacjach pakietu Office przy użyciu aplikacji klasycznych pakietu Office i aplikacji office.com. Zapisuj pliki w chmurze za pomocą usługi OneDrive i synchronizuj pliki z usługą Pliki na żądanie.","/docs/learningpathways/v4/pl-pl/playlists.json;f4bbc974-3e87-4e2b-a4c8-7cb1d3c35fa3;Description
"
"Wherever you’re working in Microsoft 365, it’s simple to share and collaborate on your files. Learn how to share a file, set permissions, copy a link, collaborate and co-author on the same file at the same time, use @mentions to get someone’s attention, and use follow-ups to highlight areas you want to come back to, or pull others into the conversation.","Niezależnie od tego, gdzie pracujesz na platformie Microsoft 365, udostępnianie plików i współpraca nad nimi jest prosta. Dowiedz się, jak udostępnić plik, ustawić uprawnienia, skopiować łącze, współpracować i współtworzyć ten sam plik w tym samym czasie, używać @mentions, aby przyciągnąć uwagę innej osoby, a także używać działań następczych do wyróżniania obszarów, do których chcesz wrócić, lub wciągania innych osób do konwersacji.","/docs/learningpathways/v4/pl-pl/playlists.json;f7fc4bc7-12f5-44bc-9bd4-c122e891061d;Description
"
"Work with Microsoft Teams to collaborate with your team, help your team stay organized, and have conversations – all in one place. Learn how to create teams and channels, add a tab, pin a channel, create and format a post, start and pin a chat, make calls, join a Teams meeting, and learn tips and best practices to schedule, start, and run an effective meeting","Współpracuj z usługą Microsoft Teams, aby współpracować z zespołem, pomagać zespołowi w organizowaniu się i prowadzić rozmowy — wszystko w jednym miejscu. Dowiedz się, jak tworzyć zespoły i kanały, dodawać kartę, przypinać kanał, tworzyć i formatować posty, rozpoczynać i przypinać czat, nawiązać połączenia, dołączać do spotkania usługi Teams oraz poznać wskazówki i sprawdzone metody planowania, rozpoczynania i prowadzenia efektywnego spotkania","/docs/learningpathways/v4/pl-pl/playlists.json;fa7efdbf-ddd5-46b4-86c0-4d75b3893c85;Description
"
"Get the most out of Windows with tools to help you search and find documents. Learn how to use the Search bar, Task View, and File Explorer. Learn about Microsoft Edge, privacy settings, switching between languages, personalized tabs, Collections, and using Edge on your mobile device. Use Microsoft Search in Bing to get search results from the web and your organization.","Wykorzystaj w pełni system Windows dzięki narzędziom ułatwiam wyszukiwanie i znajdowanie dokumentów. Dowiedz się, jak korzystać z paska wyszukiwania, widoku zadań i Eksploratora plików. Dowiedz się więcej o Microsoft Edge, ustawieniach prywatności, przełączaniu się między językami, spersonalizowanych kartach, kolekcjach i korzystaniu z Edge na urządzeniu przenośnym. Użyj usługi Microsoft Search w usłudze Bing, aby uzyskać wyniki wyszukiwania z sieci Web i organizacji.","/docs/learningpathways/v4/pl-pl/playlists.json;ffdf1665-6516-4d78-b9d3-39985b60c06b;Description
"
"With Microsoft 365, you can work from anywhere. Set us the OneDrive mobile app on your mobile device to access, upload, and share your files on your mobile device from anywhere. Set up the Outlook mobile app for iOS or Android to stay connected. Get the top 10 tips to help you save time and achieve more faster.","Dzięki platformie Microsoft 365 możesz pracować z dowolnego miejsca. Skonfiguruj nam aplikację mobilną OneDrive na swoim urządzeniu przenośnym, aby uzyskiwać dostęp do plików, przekazywać je i udostępniać na urządzeniu przenośnym z dowolnego miejsca. Skonfiguruj aplikację mobilną Outlook dla systemu iOS lub Android, aby pozostać w kontakcie. Uzyskaj 10 najlepszych wskazówek, które pomogą Ci zaoszczędzić czas i osiągnąć więcej szybciej.","/docs/learningpathways/v4/pl-pl/playlists.json;861f0286-c3b5-4a76-9b7e-77c1bf39572d;Description
"
"Learn about cool Microsoft features. Create professional looking slides with PowerPoint Designer. Gain insights into your data through visual summaries, trends, and patterns with Analyze data in Excel for the web. Get spelling, grammar, and writing suggestions from Editor in Word. Learn how to make your content more accessible.","Dowiedz się więcej o fajnych funkcjach firmy Microsoft. Twórz profesjonalnie wyglądające slajdy za pomocą projektanta programu PowerPoint. Uzyskaj wgląd w dane za pomocą wizualnych podsumowań, trendów i wzorców za pomocą narzędzia Analizowanie danych w programie Excel dla sieci Web. Uzyskaj sugestie dotyczące pisowni, gramatyki i pisania z Edytora w programie Word. Dowiedz się, jak sprawić, by Twoje treści były bardziej dostępne.","/docs/learningpathways/v4/pl-pl/playlists.json;477ad890-043c-4d3c-982e-40c540f10009;Description
"
"Learn how to get started with Microsoft Edge, including how to add a site to your favorites, how to find the settings/tools/internet options, or how to change your default search engine to Microsoft Edge. In addition, learn how to sign in to sync Microsoft Edge across devices or how to discover the accessibility features in Microsoft Edge.","Dowiedz się, jak rozpocząć pracę z przeglądarką Microsoft Edge, w tym jak dodać witrynę do ulubionych, jak znaleźć ustawienia/narzędzia/opcje internetowe lub jak zmienić domyślną wyszukiwarkę na Microsoft Edge. Ponadto dowiedz się, jak zalogować się, aby zsynchronizować przeglądarkę Microsoft Edge między urządzeniami lub jak odkryć funkcje ułatwień dostępu w programie Microsoft Edge.","/docs/learningpathways/v4/pl-pl/playlists.json;d8ec3a54-3ddf-4e02-8631-b89c3f032184;Description
"
"Learn more about how Microsoft Edge helps keep you safe when you browse the web, including configuring privacy settings, tracking prevention, InPrivate browsing, deleting browser history, blocking popups and deleting cookies.","Dowiedz się więcej o tym, jak przeglądarka Microsoft Edge pomaga zapewnić bezpieczeństwo podczas przeglądania sieci Web, w tym o konfigurowaniu ustawień prywatności, zapobieganiu śledzeniu, przeglądaniu InPrivate, usuwaniu historii przeglądarki, blokowaniu wyskakujących okienek i usuwaniu plików cookie.","/docs/learningpathways/v4/pl-pl/playlists.json;479705db-2e50-4a8b-8a2e-a2a3d59ce61b;Description
"
"Learn how to personalize Microsoft Edge and make the browser your own, including changing your home page, adding extensions, using the dark theme, using other languages in Micrsoft Edge, and increasing the text size.","Dowiedz się, jak spersonalizować przeglądarkę Microsoft Edge i uczynić przeglądarkę własną, w tym zmienić stronę główną, dodać rozszerzenia, użyć ciemnego motywu, użyć innych języków w Micrsoft Edge i zwiększyć rozmiar tekstu.","/docs/learningpathways/v4/pl-pl/playlists.json;2af83d1d-0ad1-4194-bcaa-939f32153a87;Description
"
"Build a form in minutes. Learn how to add questions to your form, define settings, share your form, and check results in just a few easy steps!","Zbuduj formularz w kilka minut. Dowiedz się, jak dodawać pytania do formularza, definiować ustawienia, udostępniać formularz i sprawdzać wyniki w zaledwie kilku prostych krokach!","/docs/learningpathways/v4/pl-pl/playlists.json;77061d5e-2222-4748-ac80-7d03d2587bd3;Description
"
"Learn how to use Forms to create surveys, quizzes, and polls, and easily see results as they come in.","Dowiedz się, jak używać formularzy do tworzenia ankiet, quizów i ankiet oraz łatwo wyświetlaj wyniki na ich podstawie.","/docs/learningpathways/v4/pl-pl/playlists.json;b873fd99-81be-483a-a8e0-16fcfe0fa120;Description
"
"Learn how to collaborate with colleagues on your quizzes and forms and share your quiz or form as a template for others to use independently.","Dowiedz się, jak współpracować ze współpracownikami nad quizami i formularzami oraz udostępnić quiz lub formularz jako szablon do samodzielnego użycia.","/docs/learningpathways/v4/pl-pl/playlists.json;fe752d83-36ae-4209-92f8-e340e9bf696e;Description
"
"Get started quickly with the Microsoft Teams Quick Start guide. Learn how to sign in to Teams, pick a team and channel, chat in Teams, start a new conversation, reply to a conversation, use emojis, memes, and GIFs, share a file, collaborate with @mention, check your Activity Feed, search for messages, people, or files, and set up your mobile apps.","Szybko rozpocznij pracę dzięki przewodnikowi Szybki start w usłudze Microsoft Teams. Dowiedz się, jak zalogować się do aplikacji Teams, wybrać zespół i kanał, rozmawiać w teams, rozpoczynać nową konwersację, odpowiadać na konwersację, używać emoji, memów i GIF-ów, udostępniać plik, współpracować z @mention, sprawdzać kanał aktywności, wyszukiwać wiadomości, osoby lub pliki oraz konfigurować aplikacje mobilne.","/docs/learningpathways/v4/pl-pl/playlists.json;d3acd5c2-0488-4104-935a-61fda884bc49;Description
"
"Microsoft Teams is a collaboration app that helps your team stay organized and have conversations—all in one place. With Intro to Microsoft Teams, get an overview of teams, channels, meetings, conversations, tabs, share files, collaborate real time, find files, add people to a chat, make a call, manage your calendar, schedule a meeting, join meetings, share content, record a meeting, view our activity feed, and use the command box to search for people, items, or apps.","Microsoft Teams to aplikacja do współpracy, która pomaga Twojemu zespołowi zachować porządek i prowadzić rozmowy w jednym miejscu. Dzięki wprowadzeniu do usługi Microsoft Teams uzyskaj przegląd zespołów, kanałów, spotkań, konwersacji, kart, udostępniaj pliki, współpracuj w czasie rzeczywistym, znajduj pliki, dodawaj osoby do czatu, nawiąż połączenie, zarządzaj kalendarzem, planuj spotkanie, dołączaj do spotkań, udostępniaj zawartość, nagrywaj spotkanie, przeglądaj nasz kanał aktywności i używaj pola poleceń do wyszukiwania osób, elementów,  lub aplikacji.","/docs/learningpathways/v4/pl-pl/playlists.json;bc9d8a0a-58f1-42cc-bdcf-9ee10b73ba24;Description
"
"Use Microsoft Teams to start chats and calls. Learn how to start one on one or group chats, make video and audio calls from chats, pin chats for quick access, make calls, hide chats, delete messages, and set up a delegate to make or answer calls on your behalf.","Użyj usługi Microsoft Teams, aby rozpocząć czaty i połączenia. Dowiedz się, jak rozpoczynać czaty jeden na jednego lub grupowe, nawiązać połączenia wideo i audio z czatów, przypinać czaty w celu szybkiego dostępu, nawiązać połączenia, ukryć czaty, usunąć wiadomości i skonfigurować pełnomocnika do nawiązowania lub odbierania połączeń w Twoim imieniu.","/docs/learningpathways/v4/pl-pl/playlists.json;2346ff06-6646-4084-845d-2ee5971f3634;Description
"
"Set up and customize your team in Microsoft Teams. Create a public or private team, add members, create a channel, and use manage team to find members, channels, settings, and apps for your team. See the go-to guide for team owners to add and remove members, add team owners, manage channels, and change team settings. You can also pin a channel and reorder your teams, to organize your teams list.","Skonfiguruj i dostosuj swój zespół w usłudze Microsoft Teams. Utwórz zespół publiczny lub prywatny, dodaj członków, utwórz kanał i użyj funkcji zarządzania zespołem, aby znaleźć członków, kanały, ustawienia i aplikacje dla swojego zespołu. Zobacz przewodnik dla właścicieli zespołów, aby dodawać i usuwać członków, dodawać właścicieli zespołów, zarządzać kanałami i zmieniać ustawienia zespołu. Możesz także przypiąć kanał i stawić kolejność zespołów, aby uporządkować listę zespołów.","/docs/learningpathways/v4/pl-pl/playlists.json;b6b28572-87d3-4c71-a565-8d4a8e18d406;Description
"
"Apps let you do more in Microsoft Teams. Learn how to explore apps and tools, add apps in tabs and messages, and use connectors for notifications that are useful for the whole channel. Learn useful tips like how to turn a file into a tab and how to use the command box to help you search, take quick actions, or launch apps.","Aplikacje pozwalają zrobić więcej w usłudze Microsoft Teams. Dowiedz się, jak eksplorować aplikacje i narzędzia, dodawać aplikacje na kartach i w wiadomościach oraz używać łączników do powiadomień przydatnych dla całego kanału. Poznaj przydatne wskazówki, takie jak przekształcanie pliku w kartę i używanie pola poleceń do wyszukiwania, szybkich akcji lub uruchamiania aplikacji.","/docs/learningpathways/v4/pl-pl/playlists.json;4374d7da-95a5-4e13-a14b-2e43e1277d53;Description
"
"Collaborate in teams and channels in Microsoft Teams. Learn how to create a public or private channel, pin a channel, add a tab, share a file, meet now, show and hide channels, customize channel notifications, reply to a message, like or save a message, use @mention, collaborate on or co-edit a file, start a conversation, send email to a channel, and create a plan with Planner.","Współpracuj w zespołach i kanałach w usłudze Microsoft Teams. Dowiedz się, jak utworzyć kanał publiczny lub prywatny, przypiąć kanał, dodać kartę, udostępnić plik, spotkać się teraz, pokazać i ukryć kanały, dostosować powiadomienia o kanale, odpowiedzieć na wiadomość, polubić lub zapisać wiadomość, używać @mention, współpracować nad plikiem lub współedytować go, rozpocząć konwersację, wysłać wiadomość e-mail do kanału i utworzyć plan za pomocą Plannera.","/docs/learningpathways/v4/pl-pl/playlists.json;d4f4cae2-ce9a-483a-a786-93974e40b482;Description
"
"Work with posts and messages in Microsoft Teams. Learn how to create and format a post, post a message to multiple channels, get attention with @mention, and save a post or message.","Praca z wpisami i wiadomościami w usłudze Microsoft Teams. Dowiedz się, jak utworzyć i sformatować post, opublikować wiadomość na wielu kanałach, zwrócić na siebie uwagę za pomocą @mention i zapisać post lub wiadomość.","/docs/learningpathways/v4/pl-pl/playlists.json;7a057fc3-74eb-46ab-991d-50e2e665f95d;Description
"
"Upload and find files in Microsoft Teams. Learn how to upload and share files, attach a file in a channel, upload a file to the Files tab, and find files that you recently viewed or edited, created or edited across channels, or downloaded from Teams.","Przekazywanie i znajdowanie plików w usłudze Microsoft Teams. Dowiedz się, jak przesyłać i udostępniać pliki, dołączać pliki do kanału, przesyłać pliki na kartę Pliki i znajdować pliki, które ostatnio wyświetlały lub edytowałeś, tworzyłeś lub edytowałeś w różnych kanałach lub pobierałeś z Teams.","/docs/learningpathways/v4/pl-pl/playlists.json;044071b3-a780-4a24-b0b1-a4951ee48a3f;Description
"
"Hosting a large online event? Microsoft Teams live events is an extension of Teams meetings, enabling you to produce events for large online audiences with more control over video, audience interaction, and reporting. Learn how to create a live event, produce a live event, attend and participate in a live event, and moderate questions.","Organizujesz duże wydarzenie online? Wydarzenia na żywo w usłudze Microsoft Teams to rozszerzenie spotkań usługi Teams, które umożliwia tworzenie wydarzeń dla dużych odbiorców online z większą kontrolą nad wideo, interakcjami z odbiorcami i raportowaniem. Dowiedz się, jak utworzyć wydarzenie na żywo, wyprodukować wydarzenie na żywo, wziąć udział w wydarzeniu na żywo i wziąć w nim udział oraz moderować pytania.","/docs/learningpathways/v4/pl-pl/playlists.json;729bcb7f-43bc-4d38-a0df-8fbf38b80e56;Description
"
"Learn tips and best practices to manage and run effective meetings in Microsoft Teams. Join a Teams meeting, create instant meetings with Meet Now, meet in a channel, view and schedule meetings, show your screen or PowerPoint slides during a meeting, and move around during a Teams meeting to check activity and keep working during a meeting. Watch this video training to see how.","Poznaj porady i najlepsze rozwiązania dotyczące zarządzania efektywnymi spotkaniami i ich prowadzenia w usłudze Microsoft Teams. Dołączanie do spotkania usługi Teams, tworzenie spotkań błyskawicznych za pomocą funkcji Spotkaj się teraz, spotykanie się w kanale, wyświetlanie i planowanie spotkań, pokazywanie ekranu lub slajdów programu PowerPoint podczas spotkania oraz poruszanie się podczas spotkania w usłudze Teams w celu sprawdzania aktywności i kontynuowania pracy podczas spotkania. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;fae33957-cb84-4185-ab78-2bd3818b31ee;Description
"
"Select the Activity icon in the Microsoft Teams left rail to manage your activity feed, which gives you a summary of everything that’s happened in the teams channels you follow. Learn how to filter your activity feed and manage your notification settings to control what notifications you receive, where you receive them, and how often.","Wybierz ikonę Aktywność w lewym obszarze usługi Microsoft Teams, aby zarządzać kanałem aktywności, który zawiera podsumowanie wszystkiego, co wydarzyło się w obserwowanych kanałach zespołów. Dowiedz się, jak filtrować kanał aktywności i zarządzać ustawieniami powiadomień, aby kontrolować, jakie powiadomienia otrzymujesz, gdzie je otrzymujesz i jak często.","/docs/learningpathways/v4/pl-pl/playlists.json;2b830deb-c2f7-46b4-9c0f-eb3150a9f083;Description
"
"Start a 1:1 or group chat in the Microsoft Teams mobile app to talk privately or collaborate with a smaller group. Create a channel, join a meeting, use your activity feed, or manage notifications on the go,","Rozpocznij czat 1:1 lub grupowy w aplikacji mobilnej Microsoft Teams, aby rozmawiać prywatnie lub współpracować z mniejszą grupą. Utwórz kanał, dołącz do spotkania, korzystaj z kanału aktywności lub zarządzaj powiadomieniami w podróży,","/docs/learningpathways/v4/pl-pl/playlists.json;90ecbd2b-a1a7-4da1-8355-c1f65c4af298;Description
"
"Learn how to manage team schedules with Shifts in Microsoft Teams to create, update, and manage schedules for your team. Managers can create and manage shift schedules, and review, approve, or deny requests. Frontline workers can use Shifts to view and manage their schedule and stay in sync with their team.","Dowiedz się, jak zarządzać harmonogramami zespołu za pomocą zmian w usłudze Microsoft Teams, aby tworzyć i aktualizować harmonogramy dla zespołu oraz zarządzać nimi. Menedżerowie mogą tworzyć harmonogramy zmian i zarządzać nimi oraz przeglądać, zatwierdzać lub odrzucać wnioski. Pracownicy pierwszej linii mogą korzystać ze zmian, aby wyświetlać harmonogram i zarządzać nim oraz synchronizować się ze swoim zespołem.","/docs/learningpathways/v4/pl-pl/playlists.json;2ba46e26-5c63-48b9-818c-f49354b3b5d1;Description
"
"Bookings in Microsoft Teams lets you track, manage, and organize your team's appointments and calendars all in one place. You can create a Bookings calendar and add team members to it, build new appointment types, and create and manage in-person and virtual visits for your staff and attendees.","Usługa Bookings in Microsoft Teams umożliwia śledzenie, zarządzanie i organizowanie terminów i kalendarzy zespołu w jednym miejscu. Możesz utworzyć kalendarz Rezerwacji i dodać do niego członków zespołu, tworzyć nowe typy spotkań oraz tworzyć i zarządzać wizytami osobistymi i wirtualnymi dla swoich pracowników i uczestników.","/docs/learningpathways/v4/pl-pl/playlists.json;6f59454d-6ed1-4733-8825-c9616564565d;Description
"
"Approvals in Microsoft Teams is a way to streamline all of your requests and processes with your team or partners. Learn how to create new approvals, view the ones sent your way, and see all of your previous approvals in one place.","Zatwierdzanie w usłudze Microsoft Teams to sposób na usprawnienie wszystkich żądań i procesów z zespołem lub partnerami. Dowiedz się, jak tworzyć nowe zatwierdzenia, wyświetlać te przesłane w Twój sposób i wyświetlać wszystkie poprzednie zatwierdzenia w jednym miejscu.","/docs/learningpathways/v4/pl-pl/playlists.json;634948c6-8f39-4bc4-a0ee-f42dc12b511c;Description
"
"Office.com is the best place to start, whether it's the start of the day or you're getting back to your work.","Office.com jest najlepszym miejscem do rozpoczęcia, niezależnie od tego, czy jest to początek dnia, czy wracasz do pracy.","/docs/learningpathways/v4/pl-pl/playlists.json;eda0aa68-24ac-46a1-83db-e04f929be0d6;Description
"
"Outlook on the web makes it simple to keep your email, calendar, and contacts right at your fingertips. Here are a few of the great features to use. Send messages and share files to collaborate with others.","Aplikacja Outlook w sieci Web ułatwia trzymanie poczty e-mail, kalendarza i kontaktów na wyciągnięcie ręki. Oto kilka wspaniałych funkcji do użycia. Wysyłaj wiadomości i udostępniaj pliki, aby współpracować z innymi.","/docs/learningpathways/v4/pl-pl/playlists.json;610da080-333a-449f-9f81-21c556c0a961;Description
"
"With Word for the web, create documents, add text, images, and art, and share your file to work with others — no matter where you are.","Za pomocą programu Word dla sieci Web można tworzyć dokumenty, dodawać tekst, obrazy i dzieła sztuki oraz udostępniać plik do pracy innym osobom — bez względu na to, gdzie się znajdują.","/docs/learningpathways/v4/pl-pl/playlists.json;e2fb04a4-7e0c-40ff-994b-d92c80c00df0;Description
"
"Excel for the web gives you the power of Excel on any device, from almost anywhere.","Program Excel dla sieci Web umożliwia dostęp do programu Excel na dowolnym urządzeniu i niemal z dowolnego miejsca.","/docs/learningpathways/v4/pl-pl/playlists.json;803f7002-9bc0-4d96-a898-9770f1b8bcdf;Description
"
"PowerPoint for the web gives you the ability to create, edit, and present presentations on any device, from almost anywhere.","Program PowerPoint dla sieci Web umożliwia tworzenie, edytowanie i prezentowanie prezentacji na dowolnym urządzeniu z niemal dowolnego miejsca.","/docs/learningpathways/v4/pl-pl/playlists.json;164ee353-bb72-4e17-8bed-d7824241b341;Description
"
"Wherever you're working in Office 365, it's simple to share your documents.","Niezależnie od tego, gdzie pracujesz w usłudze Office 365, udostępnianie dokumentów jest proste.","/docs/learningpathways/v4/pl-pl/playlists.json;69149089-33ca-4e3c-863d-713768570323;Description
"
"Get started quickly with the OneDrive Quick Start guide. Upload files and folders, use OneDrive in your browser or on your desktop, save and open files in your Office apps, create and manage files and folders, search, back up, and share files, manage access and permissions, copy links, change views, collaborate in OneDrive, set up your mobile apps to work on the go.","Szybko rozpocznij pracę dzięki przewodnikowi Szybki start w usłudze OneDrive. Przekazywanie plików i folderów, używanie usługi OneDrive w przeglądarce lub na komputerze, zapisywanie i otwieranie plików w aplikacjach pakietu Office, tworzenie plików i folderów oraz zarządzanie nimi, wyszukiwanie, tworzenie kopii zapasowych i udostępnianie plików, zarządzanie dostępem i uprawnieniami, kopiowanie łączy, zmienianie widoków, współpraca w usłudze OneDrive, konfigurowanie aplikacji mobilnych do pracy w podróży.","/docs/learningpathways/v4/pl-pl/playlists.json;c9ecc2e9-bc17-496a-8b0b-9242b6bb3eaf;Description
"
"Get started with OneDrive to access and edit files, share information, save your files to the cloud so you can work on files with others, and keep your files protected and backed up. Learn what OneDrive is, how to get started, how to use the Navigation pane and Toolbar, and how to set up your mobile apps. Watch this video training to see how.","Rozpocznij pracę z usługą OneDrive, aby uzyskiwać dostęp do plików i edytować je, udostępniać informacje, zapisywać pliki w chmurze, aby móc pracować nad plikami z innymi osobami, a także chronić pliki i tworzyć ich kopie zapasowe. Dowiedz się, czym jest usługa OneDrive, jak rozpocząć, jak korzystać z okienka nawigacji i paska narzędzi Toolbar oraz jak skonfigurować aplikacje mobilne. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;d6021ad3-8709-4c7f-bd74-58517dfc902e;Description
"
"Upload files so you can manage your files in OneDrive and get to them from anywhere. Learn how to upload files and folders, create files and folders, delete and restore deleted files, delete files in the cloud, turn on OneDrive Backup, and restore your OneDrive. Watch this video training to see how.","Przekaż pliki, aby móc zarządzać plikami w usłudze OneDrive i uzyskać do nich uzyskiwanie do nich z dowolnego miejsca. Dowiedz się, jak przekazywać pliki i foldery, tworzyć pliki i foldery, usuwać i przywracać usunięte pliki, usuwać pliki w chmurze, włączać funkcję Kopia zapasowa OneDrive i przywracać usługę OneDrive. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;3c24a6b8-a3d7-4133-ba59-08d705fe8160;Description
"
"Learn how to share and sync in OneDrive for work or school. Share files and folders, sync OneDrive files and folders, manage disk space, and sync files with OneDrive Files On-Demand to get to all your files in OneDrive or SharePoint Online, without having to download them and use storage space on your device. Watch this video training to see how.","Dowiedz się, jak udostępniać i synchronizować w usłudze OneDrive w pracy lub szkole. Udostępniaj pliki i foldery, synchronizuj pliki i foldery usługi OneDrive, zarządzaj miejscem na dysku i synchronizuj pliki za pomocą usługi Pliki na żądanie usługi OneDrive, aby uzyskać dostęp do wszystkich plików w usłudze OneDrive lub SharePoint Online bez konieczności ich pobierania i używania miejsca na urządzeniu. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;f007841f-fde2-463c-8043-035084c00ba5;Description
"
"Get started quickly with the OneNote Quick Start. Create, open, and switch between notebooks. Take notes and add pages and sections. Share pages or an entire notebook to stay organized and collaborate with others. Set up your mobile apps to get to your files from anywhere.","Szybko rozpocznij pracę z programem OneNote — Szybki start. Tworzenie, otwieranie i przełączanie między notesami. Rób notatki i dodawaj strony i sekcje. Udostępniaj strony lub cały notes, aby zachować porządek i współpracować z innymi. Skonfiguruj aplikacje mobilne, aby uzyskać dostęp do plików z dowolnego miejsca.","/docs/learningpathways/v4/pl-pl/playlists.json;a324d70a-4727-43e3-b78a-be93092d3dd0;Description
"
"With OneNote, you can type notes or record audio, sketch or write ideas, add a picture, find notes, organize pages into sections and sections into notebooks, and share notebooks to view and contribute together. Watch this Intro to OneNote overview video and then learn how to sign in, add a new page or section, rename a page or section, open a different notebook, and customize OneNote.","Za pomocą programu OneNote można wpisywać notatki lub nagrywać dźwięk, szkicować lub pisać pomysły, dodawać obrazy, znajdować notatki, organizować strony w sekcje i sekcje w notesach oraz udostępniać notesy, aby wyświetlać je i współtworzyć razem. Obejrzyj ten klip wideo z omówieniem wprowadzenia do programu OneNote, a następnie dowiedz się, jak się zalogować, dodać nową stronę lub sekcję, zmienić nazwę strony lub sekcji, otworzyć inny notes i dostosować program OneNote.","/docs/learningpathways/v4/pl-pl/playlists.json;55d81409-752a-4bd8-8c2b-cfc937359358;Description
"
"With OneNote, take notes the way you want – type notes, write notes, convert handwritten notes to text, and even record audio notes. Insert pictures, files, and videos. Create as many pages, sections, and notebooks as you need.","W programie OneNote możesz robić notatki tak, jak chcesz — wpisywać notatki, pisać notatki, konwertować odręczne notatki na tekst, a nawet nagrywać notatki audio. Wstawianie obrazów, plików i filmów. Utwórz tyle stron, sekcji i notesów, ile potrzebujesz.","/docs/learningpathways/v4/pl-pl/playlists.json;b63ab88a-2478-44a0-80a9-661849142f29;Description
"
"Format notes in OneNote to get them to look just the way you want. Highlight text, create lists, indent text, align notes, and apply styles. Apply a background color to a page or section to make it more visually appealing. Insert and format a table to visually organize information.","Formatowanie notatek w programie OneNote w celu uzyskania ich takiego wyglądu, jak chcesz. Wyróżnianie tekstu, tworzenie list, wcięcie tekstu, wyrównywanie notatek i stosowanie stylów. Zastosuj kolor tła do strony lub sekcji, aby uczynić ją bardziej atrakcyjną wizualnie. Wstawianie i formatowanie tabeli w celu wizualnego organizowania informacji.","/docs/learningpathways/v4/pl-pl/playlists.json;8c0e0a94-ac56-4ed8-a385-caea31145761;Description
"
"Draw or sketch in OneNote to bring your notes to life. You can select a pen, pencil, or highlighter, the thickness, and the color. Create shapes like a circle, triangle, or rectangle, or even draw shapes with your finger, pen, or mouse and OneNote will clean them up for you.","Rysuj lub szkicuj w programie OneNote, aby ożywić notatki. Możesz wybrać pióro, ołówek lub zakreślacz, grubość i kolor. Twórz kształty, takie jak okrąg, trójkąt lub prostokąt, a nawet rysuj kształty palcem, piórem lub myszą, a program OneNote je wyczyści.","/docs/learningpathways/v4/pl-pl/playlists.json;17a6d04a-e893-4b67-932f-529f70868150;Description
"
"To stay organized with OneNote, learn how to search for notes, narrow the search, and organize your notebooks. See how to show navigation panes, move a page from one section to another, copy a page to another section or notebook, and move or copy a section.","Aby zachować porządek w programie OneNote, dowiedz się, jak wyszukiwać notatki, zawężać wyszukiwanie i organizować notesy. Zobacz, jak wyświetlać okienka nawigacji, przenosić stronę z jednej sekcji do drugiej, kopiować stronę do innej sekcji lub notesu oraz przenosić lub kopiować sekcję.","/docs/learningpathways/v4/pl-pl/playlists.json;352e7758-5888-40c5-b765-edc83d7c64b3;Description
"
"Share and sync your entire OneNote notebook to collaborate with others. Select share, who you want to share with, and whether they can edit or only view your page or notebook. You can also lock or password-protect notebook sections that you want to keep private.","Udostępniaj i synchronizuj cały notes programu OneNote, aby współpracować z innymi osobami. Wybierz udostępnij, komu chcesz udostępnić zawartość oraz określ, czy może ona edytować lub wyświetlać tylko Twoją stronę lub notes. Możesz także zablokować lub zabezpieczyć hasłem sekcje notesu, które mają pozostać prywatne.","/docs/learningpathways/v4/pl-pl/playlists.json;30190ee7-5d18-4c8c-9104-42b06388bee7;Description
"
"Use OneNote on your mobile devices so you can connect and work with your notes wherever you are. Use OneNote on iOS, OneNote for Android, or OneNote Online.","Korzystaj z programu OneNote na urządzeniach przenośnych, aby łączyć się z notatkami i pracować z nim, gdziekolwiek jesteś. Użyj programu OneNote w systemie iOS, OneNote dla systemu Android lub aplikacji OneNote Online.","/docs/learningpathways/v4/pl-pl/playlists.json;54d20fd4-0c72-404a-b0d8-93e64fcc0e36;Description
