"OriginalEnglish","Translation","Locations"
"Get the most out of Windows by learning how to Find your Stuff in Windows 10, Use Microsoft Edge, and Search with Bing.","La maximum de Windows, aflați cum să vă găsiți lucrurile în Windows 10, să utilizați Microsoft Edge și să căutați cu Bing.","/docs/learningpathways/v4/ro-ro/playlists.json;ffdf1665-6516-4d78-b9d3-39985b60c06b;Description
"
"Learn how to Work from anywhere by using the OneDrive Mobile App and the Outlook Mobile App.","Aflați cum să lucrați de oriunde utilizând aplicația mobilă OneDrive și aplicația mobilă Outlook.","/docs/learningpathways/v4/ro-ro/playlists.json;861f0286-c3b5-4a76-9b7e-77c1bf39572d;Description
"
"Learn about Cool Microsoft 365 features such as PowerPoint Designer, Ideas in Excel, Editor in Word, and Making your Content Accessible.","Aflați despre caracteristicile Microsoft 365 interesante, cum ar fi PowerPoint Designer, Idei în Excel, Editor în Word și Făcând conținutul accesibil.","/docs/learningpathways/v4/ro-ro/playlists.json;477ad890-043c-4d3c-982e-40c540f10009;Description
"
"Build a form in minutes. Learn how to add questions to your form, define settings, share your form, and check results in just a few easy steps!","Construiți un formular în câteva minute. Aflați cum să adăugați întrebări în formular, să definiți setările, să partajați formularul și să verificați rezultatele în doar câțiva pași simpli!","/docs/learningpathways/v4/ro-ro/playlists.json;77061d5e-2222-4748-ac80-7d03d2587bd3;Description
"
"Learn how to use Forms to create surveys, quizzes, and polls, and easily see results as they come in.","Aflați cum să utilizați Formulare pentru a crea sondaje, chestionare și sondaje și pentru a vedea cu ușurință rezultatele pe măsură ce intră.","/docs/learningpathways/v4/ro-ro/playlists.json;b873fd99-81be-483a-a8e0-16fcfe0fa120;Description
"
"Learn how to collaborate with colleagues on your quizzes and forms and share your quiz or form as a template for others to use independently.","Aflați cum să colaborați cu colegii la chestionare și formulare și să partajați chestionarul sau formularul ca șablon pe care alte persoane să îl utilizeze independent.","/docs/learningpathways/v4/ro-ro/playlists.json;fe752d83-36ae-4209-92f8-e340e9bf696e;Description
"
"Get started quickly with the Microsoft Teams Quick Start guide. Learn how to sign in to Teams, pick a team and channel, chat in Teams, start a new conversation, reply to a conversation, use emojis, memes, and GIFs, share a file, collaborate with @mention, check your Activity Feed, search for messages, people, or files, and set up your mobile apps.","Începeți rapid cu ghidul de pornire rapidă Microsoft Teams. Aflați cum să vă conectați la Teams, să alegeți o echipă și un canal, să discutați pe chat în Teams, să începeți o conversație nouă, să răspundeți la o conversație, să utilizați emoji, meme-uri și GIF-uri, să partajați un fișier, să colaborați cu @mention, să verificați fluxul de activități, să căutați mesaje, persoane sau fișiere și să configurați aplicațiile mobile.","/docs/learningpathways/v4/ro-ro/playlists.json;d3acd5c2-0488-4104-935a-61fda884bc49;Description
"
"Microsoft Teams is a collaboration app that helps your team stay organized and have conversations—all in one place. With Intro to Microsoft Teams, get an overview of teams, channels, meetings, conversations, tabs, share files, collaborate real time, find files, add people to a chat, make a call, manage your calendar, schedule a meeting, join meetings, share content, record a meeting, view our activity feed, and use the command box to search for people, items, or apps.","Microsoft Teams este o aplicație de colaborare care vă ajută echipa să rămână organizată și să poarte conversații într-un singur loc. Cu Introducere în Microsoft Teams, obțineți o prezentare generală a echipelor, canalelor, întâlnirilor, conversațiilor, filelor, partajați fișiere, colaborați în timp real, găsiți fișiere, adăugați persoane la un chat, efectuați un apel, gestionați calendarul, programați o întâlnire, asociați-vă la întâlniri, partajați conținut, înregistrați o întâlnire, vizualizați fluxul nostru de activități și utilizați caseta de comandă pentru a căuta persoane, elemente,  sau aplicații.","/docs/learningpathways/v4/ro-ro/playlists.json;bc9d8a0a-58f1-42cc-bdcf-9ee10b73ba24;Description
"
"Start 1:1 or group chats to collaborate with a smaller group or to talk privately, and pin chats for quick access.","Începeți chaturile 1:1 sau de grup pentru a colabora cu un grup mai mic sau pentru a vorbi în privat și fixați conversațiile pentru acces rapid.","/docs/learningpathways/v4/ro-ro/playlists.json;2346ff06-6646-4084-845d-2ee5971f3634;Description
"
"Use Microsoft Teams to set up and customize your team. Learn how to create a public or private team, add members to a team, create a channel, and use manage team to find members, channels, settings, and apps for your team. There’s also a go-to guide for team owners to add and remove members, add team owners, manage channels, and change team settings. You can also pin a channel and reorder your teams, to organize your teams list.","Utilizați Microsoft Teams pentru a vă configura și a vă particulariza echipa. Află cum să creezi o echipă publică sau privată, să adaugi membri într-o echipă, să creezi un canal și cum să folosești echipa de gestionare pentru a găsi membri, canale, setări și aplicații pentru echipa ta. Există, de asemenea, un ghid pentru proprietarii de echipe pentru a adăuga și a elimina membri, a adăuga proprietari de echipă, a gestiona canale și a modifica setările echipei. De asemenea, puteți să fixați un canal și să vă reordonați echipele, pentru a vă organiza lista de echipe.","/docs/learningpathways/v4/ro-ro/playlists.json;b6b28572-87d3-4c71-a565-8d4a8e18d406;Description
"
"Explore apps and tools in Teams and learn how to add tools, turn a file into a tab, and use the command box.","Explorați aplicațiile și instrumentele din Teams și aflați cum să adăugați instrumente, să transformați un fișier într-o filă și să utilizați caseta de comandă.","/docs/learningpathways/v4/ro-ro/playlists.json;4374d7da-95a5-4e13-a14b-2e43e1277d53;Description
"
"In Microsoft Teams, channels are where you hold meetings, have conversations, and work on files together. Learn how to create a public or private channel, pin a channel, add a tab, share a file, meet now, show and hide channels, customize channel notifications, reply to a message, like or save a message, use @mention, collaborate on or co-edit a file, start a conversation, send email to a channel, and create a plan with Planner.","În Microsoft Teams, canalele sunt locul în care țineți întâlniri, purtați conversații și lucrați la fișiere împreună. Află cum să creezi un canal public sau privat, să fixezi un canal, să adaugi o filă, să partajezi un fișier, să te întâlnești acum, să afișezi și să ascunzi canale, să personalizezi notificările canalului, să răspunzi la un mesaj, să asemănezi sau să salvezi un mesaj, să folosești @mention, să colaborezi sau să editezi în comun un fișier, să începi o conversație, să trimiți mesaje de e-mail la un canal și să creezi un plan cu Planner.","/docs/learningpathways/v4/ro-ro/playlists.json;d4f4cae2-ce9a-483a-a786-93974e40b482;Description
"
"Learn how to create and format a post or announcement to start a conversation in a channel.","Află cum să creezi și să formatezi o postare sau un anunț pentru a începe o conversație pe un canal.","/docs/learningpathways/v4/ro-ro/playlists.json;7a057fc3-74eb-46ab-991d-50e2e665f95d;Description
"
"Learn how to upload and share files in Microsoft Teams. Also learn how to find and filter files.","Aflați cum să încărcați și să partajați fișiere în Microsoft Teams. De asemenea, aflați cum să găsiți și să filtrați fișierele.","/docs/learningpathways/v4/ro-ro/playlists.json;044071b3-a780-4a24-b0b1-a4951ee48a3f;Description
"
"Teams live events enables you to produce events for large online audiences with more control over video, audience interaction, and reporting","Evenimentele live Teams vă permit să produceți evenimente pentru un public online mare, cu mai mult control asupra videoclipurilor, interacțiunii cu publicul și raportării","/docs/learningpathways/v4/ro-ro/playlists.json;729bcb7f-43bc-4d38-a0df-8fbf38b80e56;Description
"
"View, schedule, and manage appointments and meetings in Microsoft Teams to keep your team on track.","Vizualizați, planificați și gestionați rezervări și întâlniri în Microsoft Teams pentru a vă menține echipa pe drumul cel bun.","/docs/learningpathways/v4/ro-ro/playlists.json;fae33957-cb84-4185-ab78-2bd3818b31ee;Description
"
"Manage your activity feed and know everything that's happening in the team channels you follow.","Gestionează-ți fluxul de activități și află tot ce se întâmplă în canalele de echipă pe care le urmărești.","/docs/learningpathways/v4/ro-ro/playlists.json;2b830deb-c2f7-46b4-9c0f-eb3150a9f083;Description
"
"Start a 1:1 or group chat in the Microsoft Teams mobile app to talk privately or collaborate with a smaller group. Create a channel, join a meeting, use your activity feed, or manage notifications on the go,","Începeți o conversație 1:1 sau de grup în aplicația mobilă Microsoft Teams pentru a vorbi în privat sau a colabora cu un grup mai mic. Creați un canal, asociați-vă la o întâlnire, utilizați fluxul de activități sau gestionați notificările din mers,","/docs/learningpathways/v4/ro-ro/playlists.json;90ecbd2b-a1a7-4da1-8355-c1f65c4af298;Description
"
"Shifts in Microsoft Teams is a schedule management tool. Learn how to use Shifts to create, update, and manage schedules for your team.","Shifts în Microsoft Teams este un instrument de gestionare a planificării. Aflați cum să utilizați Shifts pentru a crea, actualiza și gestiona planificări pentru echipa dvs.","/docs/learningpathways/v4/ro-ro/playlists.json;2ba46e26-5c63-48b9-818c-f49354b3b5d1;Description
"
"Learn how to use the Walkie Talkie Teams app to turn your work phone into a simple and secure instant voice communication device, how to use the Tasks app in Teams, and how to communicate and recognize your Firstline team with Praise.","Aflați cum să utilizați aplicația Walkie Talkie Teams pentru a vă transforma telefonul de serviciu într-un dispozitiv simplu și sigur de comunicare vocală instantanee, cum să utilizați aplicația Activități în Teams și cum să comunicați și să recunoașteți echipa Firstline cu Praise.","/docs/learningpathways/v4/ro-ro/playlists.json;a9047d0c-b690-4a43-9ad3-78ee5c1d5d7b;Description
"
"Approvals in Microsoft Teams is a way to streamline all of your requests and processes with your team or partners. Learn how to create new approvals, view the ones sent your way, and see all of your previous approvals in one place.","Aprobările din Microsoft Teams reprezintă o modalitate de a simplifica toate solicitările și procesele cu echipa sau partenerii. Aflați cum să creați aprobări noi, să le vizualizați pe cele trimise și să vedeți toate aprobările anterioare într-un singur loc.","/docs/learningpathways/v4/ro-ro/playlists.json;634948c6-8f39-4bc4-a0ee-f42dc12b511c;Description
"
"Office.com is the best place to start, whether it's the start of the day or you're getting back to your work.","Office.com este cel mai bun loc pentru a începe, fie că este vorba de începutul zilei sau te întorci la munca ta.","/docs/learningpathways/v4/ro-ro/playlists.json;eda0aa68-24ac-46a1-83db-e04f929be0d6;Description
"
"Outlook on the web makes it simple to keep your email, calendar, and contacts right at your fingertips. Here are a few of the great features to use. Send messages and share files to collaborate with others.","Outlook pe web simplifică menținerea e-mailului, a calendarului și a persoanelor de contact chiar la îndemână. Iată câteva dintre caracteristicile excelente de utilizat. Trimiteți mesaje și partajați fișiere pentru a colabora cu alte persoane.","/docs/learningpathways/v4/ro-ro/playlists.json;610da080-333a-449f-9f81-21c556c0a961;Description
"
"With Word for the web, create documents, add text, images, and art, and share your file to work with others — no matter where you are.","Cu Word pentru web, creați documente, adăugați text, imagini și ilustrații și partajați fișierul pentru a lucra cu alte persoane - indiferent unde vă aflați.","/docs/learningpathways/v4/ro-ro/playlists.json;e2fb04a4-7e0c-40ff-994b-d92c80c00df0;Description
"
"Excel for the web gives you the power of Excel on any device, from almost anywhere.","Excel pentru web vă oferă puterea Excel pe orice dispozitiv, de aproape oriunde.","/docs/learningpathways/v4/ro-ro/playlists.json;803f7002-9bc0-4d96-a898-9770f1b8bcdf;Description
"
"PowerPoint for the web gives you the ability to create, edit, and present presentations on any device, from almost anywhere.","PowerPoint pentru web vă oferă posibilitatea de a crea, edita și prezenta prezentări pe orice dispozitiv, de aproape oriunde.","/docs/learningpathways/v4/ro-ro/playlists.json;164ee353-bb72-4e17-8bed-d7824241b341;Description
"
"Wherever you're working in Office 365, it's simple to share your documents.","Oriunde lucrați în Office 365, este simplu să partajați documentele.","/docs/learningpathways/v4/ro-ro/playlists.json;69149089-33ca-4e3c-863d-713768570323;Description
"
"Get started quickly with the OneDrive Quick Start guide. Learn how to upload files and folders, use OneDrive in your browser or on your desktop, save and open files in your Office apps, create a file or folder, manage files and folders, search for files, back up files, share files, manage access and permissions, stop sharing, copy links, change views, collaborate in OneDrive, set up your mobile apps, and work on the go with the OneDrive app on your mobile device.","Începeți rapid cu ghidul de pornire rapidă OneDrive. Aflați cum să încărcați fișiere și foldere, să utilizați OneDrive în browser sau pe desktop, să salvați și să deschideți fișiere în aplicațiile Office, să creați un fișier sau un folder, să gestionați fișiere și foldere, să căutați fișiere, să faceți backup fișierelor, să partajați fișiere, să partajați fișiere, să gestionați accesul și permisiunile, să opriți partajarea, să copiați linkuri, să modificați vizualizările, să colaborați în OneDrive, să configurați aplicațiile mobile,  și lucrați din mers cu aplicația OneDrive pe dispozitivul mobil.","/docs/learningpathways/v4/ro-ro/playlists.json;c9ecc2e9-bc17-496a-8b0b-9242b6bb3eaf;Description
"
"Learn about OneDrive, OneDrive basics, and set up OneDrive","Aflați despre Noțiuni de bază despre OneDrive, OneDrive și configurarea OneDrive","/docs/learningpathways/v4/ro-ro/playlists.json;d6021ad3-8709-4c7f-bd74-58517dfc902e;Description
"
"Access files and folders anywhere with OneDrive","Accesați fișiere și foldere de oriunde cu OneDrive","/docs/learningpathways/v4/ro-ro/playlists.json;3c24a6b8-a3d7-4133-ba59-08d705fe8160;Description
"
"Use OneDrive to share files, control viewing and editing, and work together at the same time","Utilizarea OneDrive pentru a partaja fișiere, a controla vizualizarea și editarea și a lucra împreună în același timp","/docs/learningpathways/v4/ro-ro/playlists.json;f007841f-fde2-463c-8043-035084c00ba5;Description
"
"Learn how to create a Notebook in OneNote","Aflați cum să creați un blocnotes în OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;a324d70a-4727-43e3-b78a-be93092d3dd0;Description
"
"With OneNote, you can type notes or record audio, sketch or write ideas, add a picture, find notes, organize pages into sections and sections into notebooks, and share notebooks to view and contribute together. Watch this Intro to OneNote overview video and then learn how to sign in, add a new page or section, rename a page or section, open a different notebook, and customize OneNote.","Cu OneNote, puteți să tastați note sau să înregistrați audio, să schițați sau să scrieți idei, să adăugați o imagine, să găsiți note, să organizați pagini în secțiuni și secțiuni în blocnotesuri și să partajați blocnotesuri pentru a vizualiza și a contribui împreună. Urmăriți acest videoclip Introducere în OneNote prezentare generală, apoi aflați cum să vă conectați, să adăugați o pagină sau o secțiune nouă, să redenumiți o pagină sau o secțiune, să deschideți un alt blocnotes și să particularizați OneNote.","/docs/learningpathways/v4/ro-ro/playlists.json;55d81409-752a-4bd8-8c2b-cfc937359358;Description
"
"Take notes the way you want, insert pictures and files, and create more room in your notebook.","Luați notițele așa cum doriți, inserați imagini și fișiere și creați mai mult spațiu în blocnotes.","/docs/learningpathways/v4/ro-ro/playlists.json;b63ab88a-2478-44a0-80a9-661849142f29;Description
"
"Format notes, pages, and tables to make them look the way you want","Formatarea notelor, paginilor și tabelelor pentru a le face să arate așa cum doriți","/docs/learningpathways/v4/ro-ro/playlists.json;8c0e0a94-ac56-4ed8-a385-caea31145761;Description
"
"Draw or sketch in OneNote to bring your notes to life","Desenarea sau schițarea în OneNote pentru a vă aduce notele la viață","/docs/learningpathways/v4/ro-ro/playlists.json;17a6d04a-e893-4b67-932f-529f70868150;Description
"
"To stay organized with OneNote, learn how to search for notes, narrow the search, and organize your notebooks. See how to show navigation panes, move a page from one section to another, copy a page to another section or notebook, and move or copy a section.","Pentru a rămâne organizat cu OneNote, aflați cum să căutați note, să restrângeți căutarea și să vă organizați blocnotesurile. Aflați cum să afișați panourile de navigare, să mutați o pagină dintr-o secțiune în alta, să copiați o pagină în altă secțiune sau blocnotes și să mutați sau să copiați o secțiune.","/docs/learningpathways/v4/ro-ro/playlists.json;352e7758-5888-40c5-b765-edc83d7c64b3;Description
"
"Share your notes with others, and password protect private notes","Partajați-vă notele cu alte persoane și protejați prin parolă notele private","/docs/learningpathways/v4/ro-ro/playlists.json;30190ee7-5d18-4c8c-9104-42b06388bee7;Description
"
"Use OneNote on iOS, Android, and online so you can connect to and work with your notes no matter where you are","Utilizați OneNote pe iOS, Android și online, astfel încât să vă puteți conecta la note și să lucrați cu acestea, indiferent unde vă aflați","/docs/learningpathways/v4/ro-ro/playlists.json;54d20fd4-0c72-404a-b0d8-93e64fcc0e36;Description
"
"Get started quickly with the Outlook Quick Start guide. Learn how to add an email account, create and send email, use @mentions, show Focused inbox, manage your calendar and contacts, schedule an appointment using Scheduling Assistant, add a contact, collaborate in Outlook, share a file, set up an online meeting and shared notes, and set up your mobile apps.","Începeți rapid cu ghidul de pornire rapidă Outlook. Aflați cum să adăugați un cont de e-mail, să creați și să trimiteți mesaje de e-mail, să utilizați @mentions, să afișați Inbox focalizat, să vă gestionați calendarul și persoanele de contact, să planificați o rezervare utilizând Asistentul de programare, să adăugați o persoană de contact, să colaborați în Outlook, să partajați un fișier, să configurați o întâlnire online și note partajate și să configurați aplicațiile mobile.","/docs/learningpathways/v4/ro-ro/playlists.json;e66fa8f3-ec7e-47f9-9d79-4d334f157563;Description
"
"Need to set up and customize Outlook? Learn how Outlook can help you organize your email, manage and share your calendar, share files, stay connected, and add an outlook.com account, Microsoft 365 email account, or Gmail account.","Trebuie să configurați și să particularizați Outlook? Aflați cum vă poate ajuta Outlook să vă organizați e-mailul, să vă gestionați și să partajați calendarul, să partajați fișiere, să rămâneți conectat și să adăugați un cont outlook.com, un cont de e-mail Microsoft 365 sau un cont Gmail.","/docs/learningpathways/v4/ro-ro/playlists.json;79fe1eb2-571e-4cbe-98b9-913692ddd387;Description
"
"Discover your Microsoft Outlook inbox","Descoperiți inboxul Microsoft Outlook","/docs/learningpathways/v4/ro-ro/playlists.json;44bb07ac-1c25-43fa-885d-4a0476734c9f;Description
"
"Set up automatic replies for when you are out-of-office","Configurarea răspunsurilor automate pentru atunci când sunteți în afara biroului","/docs/learningpathways/v4/ro-ro/playlists.json;8d87d80d-b5df-45a9-9164-e03d74cca066;Description
"
"Learn tips to organize your inbox. Learn how to set a Follow Up flag, view or remove Follow Up flags, set a reminder, find an Action Item, create color categories, assign a color category to an email message, create a folder, move messages into a folder, add a folder to Favorites, or create a rule.","Află sfaturi pentru a-ți organiza inboxul. Aflați cum să setați un semnalizator de urmărire, să vizualizați sau să eliminați semnalizatoarele de urmărire, să setați un memento, să găsiți un element de acțiune, să creați categorii de culori, să atribuiți o categorie de culori unui mesaj de e-mail, să creați un folder, să mutați mesajele într-un folder, să adăugați un folder la Preferințe sau să creați o regulă.","/docs/learningpathways/v4/ro-ro/playlists.json;ab55d6d4-c932-48a5-a062-a5e760fda581;Description
"
"Add a contact, create a contact group, import and export contacts, or create tasks or a to-do list.","Adăugați o persoană de contact, creați un grup de persoane de contact, importați și exportați persoane de contact sau creați activități sau o listă de activități.","/docs/learningpathways/v4/ro-ro/playlists.json;94a14949-5322-4bfb-b45a-f66e67286e98;Description
"
"Create appointments and meetings, share your calendar or search for calendar items.","Creați rezervări și întâlniri, partajați-vă calendarul sau căutați elemente de calendar.","/docs/learningpathways/v4/ro-ro/playlists.json;534d99cd-2b9b-4a9d-acde-c83fcfc082aa;Description
"
"Manage your inbox and learn how to RSVP to invites instantly, swipe right to manage your inbox, create focused inbox, and use Android widgets.","Gestionați-vă inboxul și aflați cum să RSVP pentru invitații instantaneu, glisați spre dreapta pentru a vă gestiona inboxul, pentru a crea inbox concentrat și pentru a utiliza widget-uri Android.","/docs/learningpathways/v4/ro-ro/playlists.json;cf0a88b6-99be-4db9-8312-a762cfd9976a;Description
"
"Outlook mobile helps you find a time when everyone is available for a meeting.","Outlook mobile vă ajută să găsiți un moment în care toată lumea este disponibilă pentru o întâlnire.","/docs/learningpathways/v4/ro-ro/playlists.json;07666fb2-f6a8-416d-9805-78072ade58ca;Description
"
"Outlook Mobile makes it easy to find contacts and learn more about them.","Outlook Mobile facilitează găsirea persoanelor de contact și aflați mai multe despre acestea.","/docs/learningpathways/v4/ro-ro/playlists.json;a0cbd9cd-bfeb-4976-b39d-8c21da669d0f;Description
"
"Microsoft Search in Outlook mobile finds what you need fast. Effortlessly get to your top contacts, calendar events and files with improved email search.","Microsoft Search în Outlook mobile găsește rapid ceea ce aveți nevoie. Ajungeți fără efort la persoanele de contact de top, evenimentele din calendar și fișierele cu o căutare îmbunătățită prin e-mail.","/docs/learningpathways/v4/ro-ro/playlists.json;8405be6d-8da0-40d4-aa5c-ac00d4697c2b;Description
"
"Discover Planner - manage tasks and get updates","Descoperiți Planner - gestionați activitățile și obțineți actualizări","/docs/learningpathways/v4/ro-ro/playlists.json;f0e74200-1232-4659-8e66-4a037496dcad;Description
"
"Use Planner to plan an event, publish content, and track a process","Utilizați Planner pentru a planifica un eveniment, a publica conținut și a urmări un proces","/docs/learningpathways/v4/ro-ro/playlists.json;66e36e66-d38b-4103-9c34-1201c2f2eb7f;Description
"
"Manage tasks, create plans, and schedules","Gestionarea activităților, crearea planurilor și planificările","/docs/learningpathways/v4/ro-ro/playlists.json;4a1a5131-1a63-4398-8105-ae9a18c20af8;Description
"
"Create presentations with PowerPoint","Crearea prezentărilor cu PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;df1a81f5-17a5-4a7a-b214-dfeb4f677afb;Description
"
"Create a presentation from scratch, or from a theme with built-in graphics, fonts, and placeholders for your text, images, and content","Crearea unei prezentări de la zero sau dintr-o temă cu elemente grafice, fonturi și substituenți predefiniti pentru text, imagini și conținut","/docs/learningpathways/v4/ro-ro/playlists.json;b7593732-a75a-4542-9d72-4932c505b92f;Description
"
"Learn how to design, edit, and organize your slides with SlideMaster.","Aflați cum să proiectați, să editați și să organizați diapozitivele cu SlideMaster.","/docs/learningpathways/v4/ro-ro/playlists.json;4851d3e7-0790-4ccb-b943-cfa0558b4ef6;Description
"
"Want to learn about text and tables with PowerPoint? Learn how to insert WordArt, add a hyperlink to a slide, create a PowerPoint presentation from an outline, check spelling in your presentation, create and format a table, insert a linked Excel chart, add slide numbers, date and time, and set the text direction and position in a shape or text box.","Doriți să aflați despre text și tabele cu PowerPoint? Aflați cum să inserați WordArt, să adăugați un hyperlink la un diapozitiv, să creați o prezentare PowerPoint dintr-o schiță, să verificați ortografia în prezentare, să creați și să formatați un tabel, să inserați o diagramă Excel legată, să adăugați numere de diapozitiv, o dată și o oră și să setați direcția și poziția textului într-o formă sau într-o casetă text.","/docs/learningpathways/v4/ro-ro/playlists.json;9933fa88-bb9e-4dec-8124-abe44b89222c;Description
"
"With PowerPoint, you can insert pictures, photos, clip art, or other images to your slide show from your computer or from the Internet.","Cu PowerPoint, puteți insera imagini, fotografii, miniaturi sau alte imagini în expunerea de diapozitive de pe computer sau de pe internet.","/docs/learningpathways/v4/ro-ro/playlists.json;8c91aac4-cb1b-4204-a53a-9aac2641f16a;Description
"
"Learn how to present slideshows, add speaker notes, record and print a slideshow, and create a self-running presentation.","Aflați cum să prezentați prezentări de diapozitive, să adăugați note de vorbitor, să înregistrați și să imprimați o expunere de diapozitive și să creați o prezentare care rulează pe sine.","/docs/learningpathways/v4/ro-ro/playlists.json;e1144779-6751-4415-a1d4-24e0303ea6db;Description
"
"Learn how to add, change, or remove transitions between slides, Animate texts or objects, insert or link to a video and add or delete audio","Aflați cum să adăugați, să modificați sau să eliminați tranzițiile dintre diapozitive, să animați texte sau obiecte, să inserați sau să creați un link la un videoclip și să adăugați sau să ștergeți conținut audio","/docs/learningpathways/v4/ro-ro/playlists.json;fe0408f3-0971-4415-a100-f58a5dc2a0b8;Description
"
"Share and co-author a presentation, use comments, inspect a presentation, and save the PowerPoint presentation as a PDF","Partajarea și elaborarea în comun a unei prezentări, utilizarea comentariilor, inspectarea unei prezentări și salvarea prezentării PowerPoint ca PDF","/docs/learningpathways/v4/ro-ro/playlists.json;ee7fc2e1-a42d-452e-ab90-e8131b08a9b1;Description
"
"Build and customize intranet sites, collaborate with others, manage your daily routine with workflows, and store your information","Construiți și particularizați site-uri intranet, colaborați cu alte persoane, gestionați-vă rutina zilnică cu fluxuri de lucru și stocați-vă informațiile","/docs/learningpathways/v4/ro-ro/playlists.json;24216b89-7d0d-4263-b61e-2ecbda58f1df;Description
"
"Learn and follow sites, and stay connected on mobile","Învățați și urmăriți site-urile și rămâneți conectat pe dispozitive mobile","/docs/learningpathways/v4/ro-ro/playlists.json;4d722e7d-6cb1-4399-998d-6f8645f63ffa;Description
"
"Create a team site to stay connected and communicate, update lists, add or remove a news post, and add web parts","Crearea unui site de echipă pentru a rămâne conectat și a comunica, a actualiza liste, a adăuga sau a elimina o postare de știri și a adăuga părți web","/docs/learningpathways/v4/ro-ro/playlists.json;d542016a-fdf9-4c8e-b4ea-eed1afc7df93;Description
"
"Create, share, and SharePoint files","Crearea, partajarea și partajarea fișierelor SharePoint","/docs/learningpathways/v4/ro-ro/playlists.json;6601f080-d86a-4d0c-9e60-150746bf8f96;Description
"
"Create in Sway, Add Content, Design and Share, and Learn More","Creați în Sway, Adăugați conținut, proiectați și partajați și aflați mai multe","/docs/learningpathways/v4/ro-ro/playlists.json;63354a03-0b23-49c3-bf57-b992fdc3a00a;Description
"
"Share your Sway, add a password, review privacy settings and accessibility features, and review keyboard shortcuts","Partajați Sway, adăugați o parolă, revizuiți setările de confidențialitate și caracteristicile de accesibilitate și revizuiți comenzile rapide de la tastatură","/docs/learningpathways/v4/ro-ro/playlists.json;9be47117-f14e-4cb6-ab52-41b59eac1178;Description
/docs/learningpathways/v4/ro-ro/playlists.json;f23758f6-482e-4435-bd90-b815668f6305;Description
"
"Add or remove content in Sway, review administrator settings, file size limits, and frequently asked questions","Adăugarea sau eliminarea conținutului în Sway, revizuirea setărilor administratorului, a limitelor de dimensiune a fișierelor și a întrebărilor frecvente","/docs/learningpathways/v4/ro-ro/playlists.json;07e15804-1e84-4212-ac8d-a222df4e075c;Description
"
"There are several useful options to lay out pages with Word. Learn how to change margins, create newsletter columns, change page orientation, add a border to a page, insert a header or a footer, insert page numbers, and insert a page break.","Există mai multe opțiuni utile pentru a stabili pagini cu Word. Aflați cum să modificați marginile, să creați coloane de buletin informativ, să modificați orientarea paginii, să adăugați o bordură la o pagină, să inserați un antet sau un subsol, să inserați numere de pagină și să inserați un sfârșit de pagină.","/docs/learningpathways/v4/ro-ro/playlists.json;a958fdc7-d697-43f1-b3b3-a3f467ff94cd;Description
"
"Create and format a document, track changes, and collaborate with others","Crearea și formatarea unui document, urmărirea modificărilor și colaborarea cu alte persoane","/docs/learningpathways/v4/ro-ro/playlists.json;5250bdca-1dac-4242-9ec9-3badda06b5f8;Description
"
"Add, replace, and format text in Word. Insert and remove hyperlinks, and show word count","Adăugați, înlocuiți și formatați text în Word. Inserarea și eliminarea hyperlinkurilor și afișarea numărului de cuvinte","/docs/learningpathways/v4/ro-ro/playlists.json;f74d0622-642d-4f98-906f-2960a2c05d31;Description
"
"Create a newsletter column, change page orientation, add a border, header, or footer, insert a page break or number, and create a table of contents","Crearea unei coloane de buletin informativ, modificarea orientării paginii, adăugarea unei borduri, a unui antet sau a unui subsol, inserarea unui sfârșit de pagină sau a unui număr și crearea unui cuprins","/docs/learningpathways/v4/ro-ro/playlists.json;2bb5f49a-da1c-49e8-b7e8-04cfc6936f25;Description
"
"Insert tables, pictures, icons, WordArt and watermarks. Learn how to rotate a picture and wrap text around a picture.","Inserați tabele, imagini, pictograme, WordArt și inscripționări. Aflați cum să rotiți o imagine și să încadrați textul în jurul unei imagini.","/docs/learningpathways/v4/ro-ro/playlists.json;67cb976e-6129-4bed-a769-3691cb7562d8;Description
"
"Save, print, or convert a document to PDF. Print envelopes and labels.","Salvarea, tipărirea sau conversia unui document în PDF. Imprimați plicuri și etichete.","/docs/learningpathways/v4/ro-ro/playlists.json;cef03778-baf8-4365-8b23-413c5edd6b66;Description
"
"Collaborate in Word by incerting comments and tracking changes. Use Word on a mobile device.","Colaborați în Word princertarea comentariilor și urmărirea modificărilor. Utilizați Word pe un dispozitiv mobil.","/docs/learningpathways/v4/ro-ro/playlists.json;fb5155d7-a802-4e95-b1ce-f8baea8cb44b;Description
"
"Write an equation or formula in Word, indent a paragraph, insert lines, create a bibliography, and insert footnotes and endnotes","Scrierea unei ecuații sau a unei formule în Word, indentarea unui paragraf, inserarea liniilor, crearea unei bibliografii și inserarea notelor de subsol și a notelor de final","/docs/learningpathways/v4/ro-ro/playlists.json;26aa6ac6-24aa-43c5-ad1c-d93359ab3674;Description
"
"Learn to make Word accessible: Use a screen reader, shortcuts, and do things with Tell Me","Aflați cum să faceți Word accesibil: Utilizați un cititor de ecran, comenzi rapide și faceți lucruri cu Spune-mi","/docs/learningpathways/v4/ro-ro/playlists.json;4210a245-a2ae-4b6a-88a7-83ebef901aa7;Description
"
