"OriginalEnglish","Translation","Locations"
"Create a new workbook or insert a worksheet. Learn how to use Excel as your calculator or autofill data in cells.","Hozzon létre egy új munkafüzetet, vagy szúrjon be egy munkalapot. Ismerje meg, hogyan használhatja az Excelt számológépként, vagy hogyan töltheti fel automatikusan az adatokat a cellákban.","/docs/learningpathways/v4/hu-hu/playlists.json;842fb550-07cb-42d1-9a9f-c55789efed57;Description
"
"Add columns, rows, or cells to an Excel worksheet or delete them. Freeze panes, hide or show rows and columns or filter for unique values.","Oszlopok, sorok vagy cellák hozzáadása excel munkalaphoz, vagy azok törlése. Ablaktáblák lefagyasztása, sorok és oszlopok elrejtése vagy megjelenítése, illetve szűrő egyedi értékekhez.","/docs/learningpathways/v4/hu-hu/playlists.json;7450f58a-517f-48ae-bace-248346e52275;Description
"
"Cut, Copy, and Paste to move or copy cell contents. Resize a table, column, or row, Learn how to merge cells, validate data or import/export text.","Vágás, másolás és beillesztés a cella tartalmának mozgatására vagy másolására. Táblázat, oszlop vagy sor átméretezése, Cellák egyesítésének, adatok ellenőrzésének vagy szöveg importálásának/exportálásának megismerése.","/docs/learningpathways/v4/hu-hu/playlists.json;59b01879-ea2a-4f76-b2e4-e437fc45c61d;Description
"
"Format numbers in cells for things like currency, percentages, decimals, dates, phone numbers, or social security numbers. Set up conditional formatting, align or rotate text, or add a watermark.","Számok formázása cellákban olyan dolgokhoz, mint pénznem, százalékok, tizedesjegyek, dátumok, telefonszámok vagy társadalombiztosítási számok. Feltételes formázás beállítása, szöveg igazítása vagy elforgatása, vagy vízjel hozzáadása.","/docs/learningpathways/v4/hu-hu/playlists.json;e6656c9b-a36a-4143-8fe4-5b6de0d9486b;Description
"
"Learn how to create formulas and use built-in functions to perform calculations and solve problems. Learn to use VLOOKUP, SUM, COUNTIF, IF and more.","Ismerje meg, hogyan hozhat létre képleteket, és hogyan használhat beépített függvényeket számítások végrehajtásához és problémák megoldásához. Ismerje meg a VLOOKUP, SUM, COUNTIF, IF és egyebek használatát.","/docs/learningpathways/v4/hu-hu/playlists.json;9baa4835-b7d5-4e7e-8bea-0a53a1b91229;Description
"
"Learn how to create and format tables, sort data, and filter data in a table. Discover how to total data in a table or use slicers to filter data.","Ismerje meg, hogyan hozhat létre és formázz táblázatokat, rendezd az adatokat, és szűrd az adatokat egy táblázatban. Fedezze fel, hogyan lehet adatokat összesíteni egy táblázatban, vagy szeletelőket használni az adatok szűréséhez.","/docs/learningpathways/v4/hu-hu/playlists.json;94333445-037d-4222-aa99-a84b1f6125f0;Description
"
"Charts help you visualize your data in a way that creates maximum impact on your audience. Learn to create a chart, add a trendline, analyze data instantly or update an existing chart.","A diagramok segítenek az adatok megjelenítésében oly módon, hogy maximális hatást gyakoroljon a közönségre. Ismerje meg a diagram létrehozását, a trendvonal hozzáadását, az adatok azonnali elemzését vagy egy meglévő diagram frissítését.","/docs/learningpathways/v4/hu-hu/playlists.json;50f79020-4453-479a-a7db-301f8863a5a3;Description
"
"Excel PivotTables are a powerful tool to calculate, summarize, and analyze data and see comparisons, patterns, and trends in your data. Learn how to create a PivotTable to analyze worksheets, tables, and ranges, use the Field List to arrange fields, group or ungroup data, sort data, filter data, and create a PivotChart.","Az Excel kimutatások hatékony eszközök az adatok kiszámításához, összegzéséhez és elemzéséhez, valamint az adatok összehasonlításának, mintáinak és trendjeinek megtekintéséhez. Ismerje meg, hogyan hozhat létre kimutatást munkalapok, táblázatok és tartományok elemzéséhez, a Mezőlista segítségével rendezheti a mezőket, csoportosítja vagy bontja az adatokat, rendezheti az adatokat, szűrheti az adatokat, és létrehozhat egy kimutatásdiagramot.","/docs/learningpathways/v4/hu-hu/playlists.json;6988bd71-e905-4699-a25c-ba148d6e5bad;Description
"
"Learn how to share a workbook with others, right within Excel. You can let them edit the workbook or just view it. Also learn how to lock or unlock specific areas, protect an Excel file, or save to PDF.","További információ arról, hogyan osztható meg egy munkafüzet másokkal az Excelen belül. Hagyhatja, hogy szerkesszen a munkafüzet, vagy csak megtekinthesse. Azt is megtudhatja, hogyan zárolhat vagy oldhat fel bizonyos területeket, hogyan védhet meg excelfájlokat, illetve menthet PDF-be.","/docs/learningpathways/v4/hu-hu/playlists.json;3ee48085-019d-4256-9ad5-c2d03c82238c;Description
"
"Automatically number rows, calculate the difference between two dates, define and use names in formulas, and combine text from two or more cells in one cell.","Automatikusan számsorokat számobbít, kiszámítja a két dátum közötti különbséget, definiálja és használja a képletekben szereplő neveket, és kombinálja a szöveget egy cellában lévő két vagy több cellából.","/docs/learningpathways/v4/hu-hu/playlists.json;d4b4a842-2858-4cef-a090-51b567d90cc0;Description
"
"With linked data types, you can insert and work with reliable data from trusted online data sources.","A csatolt adattípusokkal megbízható online adatforrásokból származó megbízható adatokat szúrhat be és dolgozhat.","/docs/learningpathways/v4/hu-hu/playlists.json;ed55052f-97a3-495c-937f-273c89775b69;Description
"
"Track information and organize work with Microsoft Lists. Create a list from scratch, from Excel, from an existing list, or from a template.","Kövesse nyomon az információkat, és szervezze a munkát a Microsoft Listákkal. Hozzon létre egy listát a semmiből, az Excelből, egy meglévő listából vagy egy sablonból.","/docs/learningpathways/v4/hu-hu/playlists.json;0c7a8a54-f7fc-4464-8f21-67c961b84f7c;Description
"
"Learn the basics of Microsoft 365 with our tutorials that will help you Get Started, Create and Save Files, Share and Collaborate, and work with Microsoft Teams.","Ismerje meg a Microsoft 365 alapjait oktatóprogramjainkkal, amelyek segítenek a fájlok első megkezdésében, létrehozásában és mentésében, a megosztásban és az együttműködésben, valamint a Microsoft Teamsszel való együttműködésben.","/docs/learningpathways/v4/hu-hu/playlists.json;261009d0-8b5c-4302-bb0f-c993e1ebb51c;Description
"
"Understand Microsoft 365 basics including Signing in and Getting Started at Office.com.","Ismerje meg a Microsoft 365 alapismereteit, beleértve a bejelentkezést és az első lépések Office.com.","/docs/learningpathways/v4/hu-hu/playlists.json;8f026372-069d-4449-a116-938bf5aae7ea;Description
"
"Learn how to Use Desktop Apps, Use Office.com Apps, Save Files to the Cloud, and Sync Files on Demand with OneDrive.","Ismerje meg, hogyan használhat asztali alkalmazásokat, használhatja Office.com alkalmazásokat, menthet fájlokat a felhőbe, és igény szerint szinkronizálhat fájlokat a OneDrive-val.","/docs/learningpathways/v4/hu-hu/playlists.json;f4bbc974-3e87-4e2b-a4c8-7cb1d3c35fa3;Description
"
"Share files in Microsoft 365 and also learn how to Co-Author Files, Use @mentions, and Follow-ups.","Fájlok megosztása a Microsoft 365-ben, valamint a fájlok társszerzője, @mentions használata és nyomon követése.","/docs/learningpathways/v4/hu-hu/playlists.json;f7fc4bc7-12f5-44bc-9bd4-c122e891061d;Description
"
"Work with Microsoft Teams to collaborate with your team, help your team stay organized, and have conversations – all in one place. Learn how to create teams and channels, add a tab, pin a channel, create and format a post, start and pin a chat, make calls, join a Teams meeting, and learn tips and best practices to schedule, start, and run an effective meeting.","Működjön együtt a Microsoft Teamsszel, hogy együttműködjön a csapatával, segítse a csapat szervezett maradásában és a beszélgetésekben - mindezt egy helyen. Ismerje meg, hogyan hozhat létre csapatokat és csatornákat, adhat hozzá egy lapot, rögzíthet egy csatornát, hozhat létre és formázhat bejegyzést, kezdeményezhet és rögzíthet csevegést, kezdeményezhet hívásokat, csatlakozhat a Teams-értekezlethez, és tippeket és bevált gyakorlatokat sajátíthat el egy hatékony értekezlet ütemezéséhez, elindításához és futtatásához.","/docs/learningpathways/v4/hu-hu/playlists.json;fa7efdbf-ddd5-46b4-86c0-4d75b3893c85;Description
"
"Get the most out of Windows by learning how to Find your Stuff in Windows 10, Use Microsoft Edge, and Search with Bing.","Hozd ki a legtöbbet a Windowsból, ha megtanulod, hogyan találhatod meg a cuccaidat a Windows 10-ben, használd a Microsoft Edge-et és a Keresés binggel.","/docs/learningpathways/v4/hu-hu/playlists.json;ffdf1665-6516-4d78-b9d3-39985b60c06b;Description
"
"Learn how to Work from anywhere by using the OneDrive Mobile App and the Outlook Mobile App.","A OneDrive mobilalkalmazás és az Outlook mobilalkalmazás segítségével bárhonnan megtudhatja, hogyan dolgozhat.","/docs/learningpathways/v4/hu-hu/playlists.json;861f0286-c3b5-4a76-9b7e-77c1bf39572d;Description
"
"Learn about Cool Microsoft 365 features such as PowerPoint Designer, Ideas in Excel, Editor in Word, and Making your Content Accessible.","További információ a Cool Microsoft 365 funkcióiról, például a PowerPoint Designerről, az Excelben található ötletekről, a Word szerkesztőjéről és a tartalom elérhetővé tételéről.","/docs/learningpathways/v4/hu-hu/playlists.json;477ad890-043c-4d3c-982e-40c540f10009;Description
"
"Build a form in minutes. Learn how to add questions to your form, define settings, share your form, and check results in just a few easy steps!","Készíts egy űrlapot percek alatt. Ismerje meg, hogyan adhat hozzá kérdéseket az űrlaphoz, hogyan határozhatja meg a beállításokat, hogyan oszthatja meg az űrlapot, és néhány egyszerű lépésben ellenőrizheti az eredményeket!","/docs/learningpathways/v4/hu-hu/playlists.json;77061d5e-2222-4748-ac80-7d03d2587bd3;Description
"
"Learn how to use Forms to create surveys, quizzes, and polls, and easily see results as they come in.","Ismerje meg, hogyan használhatja az Űrlapokat felmérések, kvízek és szavazások létrehozásához, és könnyen megtekintheti az eredményeket, amikor bejönnek.","/docs/learningpathways/v4/hu-hu/playlists.json;b873fd99-81be-483a-a8e0-16fcfe0fa120;Description
"
"Learn how to collaborate with colleagues on your quizzes and forms and share your quiz or form as a template for others to use independently.","Ismerje meg, hogyan kell együttműködni kollégáival a kvízek és űrlapok, és ossza meg a kvíz vagy űrlap, mint egy sablont mások számára, hogy önállóan használni.","/docs/learningpathways/v4/hu-hu/playlists.json;fe752d83-36ae-4209-92f8-e340e9bf696e;Description
"
"Get started quickly with the Microsoft Teams Quick Start guide. Learn how to sign in to Teams, pick a team and channel, chat in Teams, start a new conversation, reply to a conversation, use emojis, memes, and GIFs, share a file, collaborate with @mention, check your Activity Feed, search for messages, people, or files, and set up your mobile apps.","Kezdje el gyorsan a Microsoft Teams gyorsindítási útmutatót. Ismerje meg, hogyan jelentkezhet be a Teamsbe, hogyan választhat csapatot és csatornát, cseveghet a Teamsben, indíthat új beszélgetést, válaszolhat egy beszélgetésre, használhat emojikat, mémeket és GIF-eket, megoszthat egy fájlt, együttműködhet a @mention, ellenőrizheti a tevékenységi hírcsatornát, kereshet üzeneteket, személyeket vagy fájlokat, és beállíthatja mobilalkalmazásait.","/docs/learningpathways/v4/hu-hu/playlists.json;d3acd5c2-0488-4104-935a-61fda884bc49;Description
"
"Microsoft Teams is a collaboration app that helps your team stay organized and have conversations—all in one place. With Intro to Microsoft Teams, get an overview of teams, channels, meetings, conversations, tabs, share files, collaborate real time, find files, add people to a chat, make a call, manage your calendar, schedule a meeting, join meetings, share content, record a meeting, view our activity feed, and use the command box to search for people, items, or apps.","A Microsoft Teams egy olyan együttműködési alkalmazás, amely segít a csapatnak szervezetten maradni, és egy helyen beszélgetni. Az Intro to Microsoft Teams segítségével áttekintést kaphat a csapatokról, csatornákról, értekezletekről, beszélgetésekről, lapokról, megoszthatja a fájlokat, valós időben együttműködhet, fájlokat kereshet, hozzáadhat embereket egy csevegéshez, hívást kezdeményezhet, kezelheti naptárát, ütemezheti az értekezletet, csatlakozhat értekezletekhez, megoszthatja a tartalmat, rögzíthet egy értekezletet, megtekintheti tevékenységi hírcsatornánkat, és a parancsmezővel megkeresheti az embereket, elemeket,  vagy alkalmazások.","/docs/learningpathways/v4/hu-hu/playlists.json;bc9d8a0a-58f1-42cc-bdcf-9ee10b73ba24;Description
"
"Start 1:1 or group chats to collaborate with a smaller group or to talk privately, and pin chats for quick access.","Indítsa el az 1:1-es vagy csoportos csevegéseket, hogy együttműködjön egy kisebb csoporttal, vagy privát beszélgetéseket folytatjon, és rögzítse a csevegéseket a gyors hozzáférés érdekében.","/docs/learningpathways/v4/hu-hu/playlists.json;2346ff06-6646-4084-845d-2ee5971f3634;Description
"
"Use Microsoft Teams to set up and customize your team. Learn how to create a public or private team, add members to a team, create a channel, and use manage team to find members, channels, settings, and apps for your team. There’s also a go-to guide for team owners to add and remove members, add team owners, manage channels, and change team settings. You can also pin a channel and reorder your teams, to organize your teams list.","A Microsoft Teams segítségével állíthatja be és szabhatja testre a csapatát. Ismerje meg, hogyan hozhat létre nyilvános vagy privát csapatot, hogyan adhat hozzá tagokat egy csapathoz, hozhat létre csatornát, és a Manage Csapat segítségével megtalálhatja a csapat tagjait, csatornáit, beállításait és alkalmazásait. A csapattulajdonosoknak útmutatót is kell adniuk a tagok hozzáadásához és eltávolításához, a csapattulajdonosok hozzáadásához, a csatornák kezeléséhez és a csapatbeállítások módosításához. A csapatok listájának rendszerezéséhez csatornát is rögzíthet és átrendezheti csapatait.","/docs/learningpathways/v4/hu-hu/playlists.json;b6b28572-87d3-4c71-a565-8d4a8e18d406;Description
"
"Explore apps and tools in Teams and learn how to add tools, turn a file into a tab, and use the command box.","Fedezze fel a Teams alkalmazásait és eszközeit, és ismerje meg, hogyan adhat hozzá eszközöket, hogyan alakítson át egy fájlt lappá, és hogyan használhatja a parancsmezőt.","/docs/learningpathways/v4/hu-hu/playlists.json;4374d7da-95a5-4e13-a14b-2e43e1277d53;Description
"
"In Microsoft Teams, channels are where you hold meetings, have conversations, and work on files together. Learn how to create a public or private channel, pin a channel, add a tab, share a file, meet now, show and hide channels, customize channel notifications, reply to a message, like or save a message, use @mention, collaborate on or co-edit a file, start a conversation, send email to a channel, and create a plan with Planner.","A Microsoft Teamsben a csatornákon értekezleteket tarthat, beszélgethet, és együtt dolgozhat a fájlokon. Ismerje meg, hogyan hozhat létre nyilvános vagy privát csatornát, rögzíthet egy csatornát, hozzáadhat egy lapot, megoszthat egy fájlt, találkozhat most, jelenítheti meg és rejtheti el a csatornákat, testreszabhatja a csatornaértesítéseket, válaszolhat egy üzenetre, például vagy menthet el egy üzenetet, használhat @mention, együttműködhet vagy közösen szerkeszthet egy fájlt, beszélgetést kezdeményezhet, e-mailt küldhet egy csatornának, és tervet készíthet a Tervezővel.","/docs/learningpathways/v4/hu-hu/playlists.json;d4f4cae2-ce9a-483a-a786-93974e40b482;Description
"
"Learn how to create and format a post or announcement to start a conversation in a channel.","További információ arról, hogyan hozhat létre és formázhat bejegyzést vagy bejelentést egy beszélgetés elindításához egy csatornán.","/docs/learningpathways/v4/hu-hu/playlists.json;7a057fc3-74eb-46ab-991d-50e2e665f95d;Description
"
"Learn how to upload and share files in Microsoft Teams. Also learn how to find and filter files.","További információ a fájlok Microsoft Teamsben való feltöltésének és megosztásának módjáról. Azt is megtanulják, hogyan lehet megtalálni és szűrni a fájlokat.","/docs/learningpathways/v4/hu-hu/playlists.json;044071b3-a780-4a24-b0b1-a4951ee48a3f;Description
"
"Teams live events enables you to produce events for large online audiences with more control over video, audience interaction, and reporting","A Teams élő eseményei lehetővé teszik, hogy eseményeket készítsen a nagy online közönség számára, nagyobb ellenőrzést gyakorolva a videó, a közönség interakciója és a jelentéskészítés felett","/docs/learningpathways/v4/hu-hu/playlists.json;729bcb7f-43bc-4d38-a0df-8fbf38b80e56;Description
"
"View, schedule, and manage appointments and meetings in Microsoft Teams to keep your team on track.","Találkozók és értekezletek megtekintése, ütemezése és kezelése a Microsoft Teamsben, hogy a csapat a pályán maradjon.","/docs/learningpathways/v4/hu-hu/playlists.json;fae33957-cb84-4185-ab78-2bd3818b31ee;Description
"
"Manage your activity feed and know everything that's happening in the team channels you follow.","Kezelje a tevékenységi hírcsatornát, és tudjon meg mindent, ami a követett csapatcsatornákon történik.","/docs/learningpathways/v4/hu-hu/playlists.json;2b830deb-c2f7-46b4-9c0f-eb3150a9f083;Description
"
"Start a 1:1 or group chat in the Microsoft Teams mobile app to talk privately or collaborate with a smaller group. Create a channel, join a meeting, use your activity feed, or manage notifications on the go,","1:1-es vagy csoportos csevegés indítása a Microsoft Teams mobilalkalmazásban, hogy privát beszélgetéseket folytatjon, vagy kisebb csoporttal működjön együtt. Hozzon létre egy csatornát, csatlakozzon egy értekezlethez, használja a tevékenységi hírcsatornát, vagy kezelje az értesítéseket útközben,","/docs/learningpathways/v4/hu-hu/playlists.json;90ecbd2b-a1a7-4da1-8355-c1f65c4af298;Description
"
"Shifts in Microsoft Teams is a schedule management tool. Learn how to use Shifts to create, update, and manage schedules for your team.","A Microsoft Teams műszakjai ütemezéskezelő eszköz. Ismerje meg, hogyan használhatja a Shifts-et a csapat ütemezésének létrehozásához, frissítéséhez és kezeléséhez.","/docs/learningpathways/v4/hu-hu/playlists.json;2ba46e26-5c63-48b9-818c-f49354b3b5d1;Description
"
"Learn how to use the Walkie Talkie Teams app to turn your work phone into a simple and secure instant voice communication device, how to use the Tasks app in Teams, and how to communicate and recognize your Firstline team with Praise.","Ismerje meg, hogyan használhatja a Walkie Talkie Teams alkalmazást a munkahelyi telefon egyszerű és biztonságos azonnali hangkommunikációs eszközré alakításához, hogyan használhatja a Feladatok alkalmazást a Csapatokban, és hogyan kommunikálhat és ismerheti fel Firstline csapatát a Dicsérettel.","/docs/learningpathways/v4/hu-hu/playlists.json;a9047d0c-b690-4a43-9ad3-78ee5c1d5d7b;Description
"
"Approvals in Microsoft Teams is a way to streamline all of your requests and processes with your team or partners. Learn how to create new approvals, view the ones sent your way, and see all of your previous approvals in one place.","A Microsoft Teams jóváhagyásai egy módja annak, hogy egyszerűsítse az összes kérését és folyamatát a csapatával vagy partnereivel. Ismerje meg, hogyan hozhat létre új jóváhagyásokat, tekintse meg az utat küldött jóváhagyásokat, és tekintse meg az összes korábbi jóváhagyást egy helyen.","/docs/learningpathways/v4/hu-hu/playlists.json;634948c6-8f39-4bc4-a0ee-f42dc12b511c;Description
"
"Office.com is the best place to start, whether it's the start of the day or you're getting back to your work.","Office.com a legjobb kiindulópont, legyen szó a nap kezdetéről, vagy a munkához való visszajutásról.","/docs/learningpathways/v4/hu-hu/playlists.json;eda0aa68-24ac-46a1-83db-e04f929be0d6;Description
"
"Outlook on the web makes it simple to keep your email, calendar, and contacts right at your fingertips. Here are a few of the great features to use. Send messages and share files to collaborate with others.","Az Outlook a weben egyszerűvé teszi, hogy az e-maileket, naptárakat és névjegyeket kéznél tartsa. Íme néhány a nagyszerű funkciók közül. Üzenetek küldése és fájlok megosztása másokkal való együttműködéshez.","/docs/learningpathways/v4/hu-hu/playlists.json;610da080-333a-449f-9f81-21c556c0a961;Description
"
"With Word for the web, create documents, add text, images, and art, and share your file to work with others — no matter where you are.","A Word for the web segítségével hozzon létre dokumentumokat, adjon hozzá szöveget, képeket és művészetet, és ossza meg a fájlt, hogy másokkal dolgozzon - függetlenül attól, hogy hol van.","/docs/learningpathways/v4/hu-hu/playlists.json;e2fb04a4-7e0c-40ff-994b-d92c80c00df0;Description
"
"Excel for the web gives you the power of Excel on any device, from almost anywhere.","Az Excel for the web az Excel erejét adja bármilyen eszközön, szinte bárhonnan.","/docs/learningpathways/v4/hu-hu/playlists.json;803f7002-9bc0-4d96-a898-9770f1b8bcdf;Description
"
"PowerPoint for the web gives you the ability to create, edit, and present presentations on any device, from almost anywhere.","A PowerPoint for the web lehetővé teszi bemutatók létrehozását, szerkesztését és bemutatását bármilyen eszközön, szinte bárhonnan.","/docs/learningpathways/v4/hu-hu/playlists.json;164ee353-bb72-4e17-8bed-d7824241b341;Description
"
"Wherever you're working in Office 365, it's simple to share your documents.","Bárhol is dolgozik az Office 365-ben, egyszerűen megoszthatja dokumentumait.","/docs/learningpathways/v4/hu-hu/playlists.json;69149089-33ca-4e3c-863d-713768570323;Description
"
"Get started quickly with the OneDrive Quick Start guide. Learn how to upload files and folders, use OneDrive in your browser or on your desktop, save and open files in your Office apps, create a file or folder, manage files and folders, search for files, back up files, share files, manage access and permissions, stop sharing, copy links, change views, collaborate in OneDrive, set up your mobile apps, and work on the go with the OneDrive app on your mobile device.","Gyors kezdés a OneDrive gyorsindítási útmutatójával. Ismerje meg, hogyan tölthet fel fájlokat és mappákat, használhatja a OneDrive-ot a böngészőjében vagy az asztalán, menthet és nyithat meg fájlokat az Office-alkalmazásokban, hozhat létre fájlokat vagy mappákat, kezelhet fájlokat és mappákat, kereshet fájlokat, készíthet fájlokat, oszthat meg fájlokat, kezelheti a hozzáférést és az engedélyeket, nem oszthat meg, nem másolhat linkeket, módosíthatja nézeteit, együttműködhet a OneDrive-ban, beállíthatja mobilalkalmazásait,  és útközben is dolgozhat a mobileszközön lévő OneDrive alkalmazással.","/docs/learningpathways/v4/hu-hu/playlists.json;c9ecc2e9-bc17-496a-8b0b-9242b6bb3eaf;Description
"
"Learn about OneDrive, OneDrive basics, and set up OneDrive","Ismerje meg a OneDrive, a OneDrive alapjait, és állítsa be a OneDrive-ot","/docs/learningpathways/v4/hu-hu/playlists.json;d6021ad3-8709-4c7f-bd74-58517dfc902e;Description
"
"Access files and folders anywhere with OneDrive","Fájlok és mappák elérése bárhol a OneDrive segítségével","/docs/learningpathways/v4/hu-hu/playlists.json;3c24a6b8-a3d7-4133-ba59-08d705fe8160;Description
"
"Use OneDrive to share files, control viewing and editing, and work together at the same time","A OneDrive segítségével megoszthatja a fájlokat, szabályozhassa a megtekintést és a szerkesztést, és egyszerre dolgozhasson együtt","/docs/learningpathways/v4/hu-hu/playlists.json;f007841f-fde2-463c-8043-035084c00ba5;Description
"
"Learn how to create a Notebook in OneNote","További információ a Jegyzetfüzetek létrehozása a OneNote-ban","/docs/learningpathways/v4/hu-hu/playlists.json;a324d70a-4727-43e3-b78a-be93092d3dd0;Description
"
"With OneNote, you can type notes or record audio, sketch or write ideas, add a picture, find notes, organize pages into sections and sections into notebooks, and share notebooks to view and contribute together. Watch this Intro to OneNote overview video and then learn how to sign in, add a new page or section, rename a page or section, open a different notebook, and customize OneNote.","A OneNote segítségével jegyzeteket írhat be vagy rögzíthet hangokat, vázlatokat készíthet vagy ötleteket írhat, képet adhat hozzá, jegyzeteket találhat, oldalakat szakaszokba és szakaszokba rendezhet jegyzetfüzetekbe, és megoszthatja a jegyzetfüzeteket, hogy együtt tekinthesse meg és járuljon hozzá. Nézze meg ezt az Intro to OneNote áttekintő videót, majd ismerje meg, hogyan jelentkezhet be, adhat hozzá új lapot vagy szakaszt, nevezjen át egy oldalt vagy szakaszt, nyisson meg egy másik jegyzetfüzetet, és szabja testre a OneNote-ot.","/docs/learningpathways/v4/hu-hu/playlists.json;55d81409-752a-4bd8-8c2b-cfc937359358;Description
"
"Take notes the way you want, insert pictures and files, and create more room in your notebook.","Jegyzetelj úgy, ahogy szeretnéd, szúrj be képeket és fájlokat, és hozz létre több helyet a jegyzetfüzetedben.","/docs/learningpathways/v4/hu-hu/playlists.json;b63ab88a-2478-44a0-80a9-661849142f29;Description
"
"Format notes, pages, and tables to make them look the way you want","Jegyzetek, oldalak és táblázatok formázása, hogy a kívánt módon nézzenek ki","/docs/learningpathways/v4/hu-hu/playlists.json;8c0e0a94-ac56-4ed8-a385-caea31145761;Description
"
"Draw or sketch in OneNote to bring your notes to life","Rajzoljon vagy rajzoljon a OneNote-ban, hogy életre keltse jegyzeteit","/docs/learningpathways/v4/hu-hu/playlists.json;17a6d04a-e893-4b67-932f-529f70868150;Description
"
"To stay organized with OneNote, learn how to search for notes, narrow the search, and organize your notebooks. See how to show navigation panes, move a page from one section to another, copy a page to another section or notebook, and move or copy a section.","Ha a OneNote-tal szeretne szervezett maradni, ismerje meg a jegyzetek keresését, a keresés szűkítése és a jegyzetfüzetek rendszerezését. Tekintse meg, hogyan jelenítheti meg a navigációs ablakokat, hogyan mozgathat egy oldalt egyik szakaszból a másikba, másolhat egy lapot egy másik szakaszba vagy jegyzetfüzetbe, és hogyan mozgathat vagy másolhat át egy szakaszt.","/docs/learningpathways/v4/hu-hu/playlists.json;352e7758-5888-40c5-b765-edc83d7c64b3;Description
"
"Share your notes with others, and password protect private notes","Ossza meg jegyzeteit másokkal, és jelszóval védje a privát jegyzeteket","/docs/learningpathways/v4/hu-hu/playlists.json;30190ee7-5d18-4c8c-9104-42b06388bee7;Description
"
"Use OneNote on iOS, Android, and online so you can connect to and work with your notes no matter where you are","Használja a OneNote-ot iOS-re, Androidra és online, hogy a jegyzeteihez kapcsolódjon és működjön együtt, függetlenül attól, hogy hol van","/docs/learningpathways/v4/hu-hu/playlists.json;54d20fd4-0c72-404a-b0d8-93e64fcc0e36;Description
"
"Get started quickly with the Outlook Quick Start guide. Learn how to add an email account, create and send email, use @mentions, show Focused inbox, manage your calendar and contacts, schedule an appointment using Scheduling Assistant, add a contact, collaborate in Outlook, share a file, set up an online meeting and shared notes, and set up your mobile apps.","Kezdje gyorsan az Outlook gyorsindítási útmutatójával. Ismerje meg, hogyan adhat hozzá e-mail fiókot, hozhat létre és küldhet e-mailt, használhatja @mentions, jelenítheti meg a Fókusz beérkezett üzeneteket, kezelheti naptárát és névjegyeit, ütemezhet találkozót az Ütemezési asszisztens használatával, hozzáadhat partnert, együttműködhet az Outlookban, megoszthatja a fájlt, beállíthatja az online értekezletet és a megosztott jegyzeteket, és beállíthatja mobilalkalmazásait.","/docs/learningpathways/v4/hu-hu/playlists.json;e66fa8f3-ec7e-47f9-9d79-4d334f157563;Description
"
"Need to set up and customize Outlook? Learn how Outlook can help you organize your email, manage and share your calendar, share files, stay connected, and add an outlook.com account, Microsoft 365 email account, or Gmail account.","Be kell állítania és testre kell szabnia az Outlookot? Ismerje meg, hogyan segíthet az Outlook az e-mailek rendszerezésében, a naptár kezelésében és megosztásában, a fájlok megosztásában, a kapcsolattartásban, valamint outlook.com fiók, Microsoft 365 e-mail-fiók vagy Gmail-fiók hozzáadásában.","/docs/learningpathways/v4/hu-hu/playlists.json;79fe1eb2-571e-4cbe-98b9-913692ddd387;Description
"
"Discover your Microsoft Outlook inbox","Fedezze fel a Microsoft Outlook beérkezett üzenetek mappáját","/docs/learningpathways/v4/hu-hu/playlists.json;44bb07ac-1c25-43fa-885d-4a0476734c9f;Description
"
"Set up automatic replies for when you are out-of-office","Automatikus válaszok beállítása hivatalon kívüli használatra","/docs/learningpathways/v4/hu-hu/playlists.json;8d87d80d-b5df-45a9-9164-e03d74cca066;Description
"
"Learn tips to organize your inbox. Learn how to set a Follow Up flag, view or remove Follow Up flags, set a reminder, find an Action Item, create color categories, assign a color category to an email message, create a folder, move messages into a folder, add a folder to Favorites, or create a rule.","További tippek a beérkezett üzenetek rendszerezéséhez. Ismerje meg, hogyan állíthat be nyomon követési jelzőt, tekintheti meg vagy távolíthatja el a Nyomon követési jelzőket, állíthat be emlékeztetőt, találhat műveletelemet, hozhat létre színkategóriákat, rendelhet színkategóriát egy e-mail üzenethez, hozhat létre mappát, mozgathatja az üzeneteket egy mappába, hozzáadhat mappát a Kedvencekhez, vagy létrehozhat egy szabályt.","/docs/learningpathways/v4/hu-hu/playlists.json;ab55d6d4-c932-48a5-a062-a5e760fda581;Description
"
"Add a contact, create a contact group, import and export contacts, or create tasks or a to-do list.","Partner hozzáadása, partnercsoport létrehozása, névjegyek importálása és exportálása, feladatok vagy teendők listájának létrehozása.","/docs/learningpathways/v4/hu-hu/playlists.json;94a14949-5322-4bfb-b45a-f66e67286e98;Description
"
"Create appointments and meetings, share your calendar or search for calendar items.","Találkozók és értekezletek létrehozása, naptár megosztása vagy naptárelemek keresése.","/docs/learningpathways/v4/hu-hu/playlists.json;534d99cd-2b9b-4a9d-acde-c83fcfc082aa;Description
"
"Manage your inbox and learn how to RSVP to invites instantly, swipe right to manage your inbox, create focused inbox, and use Android widgets.","Kezelje a beérkezett üzeneteket, és ismerje meg, hogyan kell rsvp meghívni azonnal, pöccintsen jobbra kezelni a beérkezett üzeneteket, hozzon létre koncentrált beérkezett üzeneteket, és használja az Android widgetek.","/docs/learningpathways/v4/hu-hu/playlists.json;cf0a88b6-99be-4db9-8312-a762cfd9976a;Description
"
